"CountryRegionName","Education","Occupation","Gender","MaritalStatus","HomeOwnerFlag","NumberCarsOwned","NumberChildrenAtHome","TotalChildren","YearlyIncome","Age"
"France","Partial College","Management","M","M","1",1,0,2,110797,52
"Germany","High School","Skilled Manual","F","M","1",2,0,1,58549,52
"Germany","Partial College","Clerical","M","M","1",1,1,2,79040,52
"France","High School","Clerical","F","M","1",0,0,1,76634,53
"France","High School","Clerical","M","M","1",0,0,2,87386,53
"United Kingdom","Partial College","Manual","M","M","1",0,0,2,35060,53
"Germany","Partial College","Clerical","F","S","1",0,0,0,80193,54
"United Kingdom","Partial College","Clerical","F","M","1",2,1,2,78384,54
"France","High School","Clerical","M","M","1",2,1,2,82341,55
"Germany","High School","Skilled Manual","F","M","1",2,0,2,53908,55
"France","High School","Manual","F","M","1",1,1,2,32468,56
"France","Partial High School","Manual","M","M","1",1,0,2,30915,57
"France","Partial High School","Manual","F","M","1",0,1,2,36457,57
"France","Partial High School","Skilled Manual","M","M","1",0,1,2,53686,57
"Australia","Bachelors","Clerical","F","S","0",2,0,0,84871,28
"Australia","Bachelors","Clerical","F","M","0",2,0,0,78817,28
"Australia","Bachelors","Management","F","S","0",1,0,0,103988,30
"Australia","Bachelors","Manual","F","S","0",0,0,0,29850,30
"Australia","Bachelors","Management","F","M","1",2,0,0,107430,30
"Australia","Bachelors","Skilled Manual","M","S","0",0,0,0,55991,29
"Australia","Bachelors","Clerical","M","M","0",2,0,0,83270,30
"Australia","High School","Skilled Manual","M","S","0",2,0,0,60186,29
"Australia","Bachelors","Management","M","S","0",3,0,0,113436,30
"Australia","Bachelors","Management","F","S","0",3,0,0,107220,31
"Australia","Bachelors","Management","M","S","0",0,0,0,109138,31
"Australia","Bachelors","Professional","F","S","0",3,0,0,129116,30
"Australia","High School","Manual","M","M","0",1,0,0,34653,30
"Australia","Partial High School","Manual","M","M","0",0,0,0,33784,30
"Australia","Bachelors","Manual","F","M","0",1,0,0,33684,31
"Australia","High School","Skilled Manual","F","M","0",1,0,0,61577,31
"Australia","Bachelors","Skilled Manual","F","S","0",2,0,0,60992,32
"Australia","Bachelors","Manual","M","S","0",1,0,0,32291,32
"Australia","Bachelors","Professional","M","S","1",1,0,0,131003,32
"Australia","High School","Skilled Manual","F","M","0",1,0,2,57627,33
"Australia","High School","Skilled Manual","F","M","0",2,0,2,58468,32
"Australia","Bachelors","Skilled Manual","M","M","0",2,0,2,57474,33
"Australia","Bachelors","Clerical","M","M","1",1,1,1,85747,34
"Australia","Partial High School","Skilled Manual","M","M","0",1,1,2,59562,33
"Australia","Graduate Degree","Management","M","M","1",1,1,1,111782,35
"United Kingdom","Bachelors","Clerical","F","M","0",2,0,0,86849,29
"United Kingdom","Partial High School","Manual","M","S","0",0,0,0,25674,31
"Germany","Partial High School","Manual","M","S","0",1,0,0,28240,31
"France","Partial College","Clerical","F","S","0",2,0,0,76744,31
"Australia","Bachelors","Clerical","M","S","0",2,0,0,80084,41
"France","Partial High School","Skilled Manual","F","S","0",2,0,0,53089,24
"United Kingdom","Partial High School","Skilled Manual","M","S","0",1,0,0,62106,25
"United Kingdom","High School","Manual","M","S","0",1,0,0,25771,26
"United Kingdom","Bachelors","Skilled Manual","F","M","0",0,0,0,51688,30
"Germany","High School","Clerical","M","S","0",2,0,0,81784,31
"France","High School","Skilled Manual","M","S","0",1,0,0,52179,31
"France","Bachelors","Skilled Manual","M","M","0",0,0,0,53310,31
"France","Bachelors","Skilled Manual","F","M","0",0,0,0,51078,31
"Germany","Bachelors","Clerical","F","M","0",3,0,0,77214,31
"United Kingdom","High School","Clerical","F","S","0",3,0,0,83956,32
"France","Bachelors","Clerical","M","M","1",3,1,1,86799,32
"Germany","Partial College","Clerical","M","S","0",2,0,0,87546,32
"United Kingdom","Partial College","Clerical","M","M","1",1,1,2,83263,32
"Germany","Partial High School","Manual","F","S","0",1,0,0,29012,33
"France","Partial High School","Manual","F","S","0",1,0,0,30559,33
"United Kingdom","Partial High School","Skilled Manual","M","S","0",1,0,0,57874,33
"United Kingdom","Partial High School","Manual","F","S","0",1,0,0,26373,33
"France","Partial High School","Manual","M","S","0",0,0,0,34426,34
"United Kingdom","Partial High School","Skilled Manual","M","M","0",2,1,1,52504,33
"Germany","High School","Skilled Manual","M","S","0",2,0,0,53158,33
"United Kingdom","Partial College","Clerical","F","S","0",0,0,0,82454,34
"United Kingdom","Partial College","Skilled Manual","M","S","0",0,0,0,54342,34
"Germany","Partial College","Skilled Manual","M","S","0",2,0,0,58491,33
"United Kingdom","Partial College","Clerical","M","S","0",1,0,0,78649,34
"United Kingdom","Partial College","Skilled Manual","F","S","0",2,0,0,57840,34
"Canada","Partial College","Skilled Manual","M","S","0",2,0,0,53837,31
"United States","Partial College","Clerical","M","S","0",0,0,0,82402,30
"Canada","Graduate Degree","Skilled Manual","F","S","0",0,0,0,60505,30
"Canada","Partial College","Management","F","S","0",1,0,0,106630,29
"Canada","Partial College","Management","M","S","0",2,0,0,112181,29
"United States","Graduate Degree","Professional","M","M","1",3,0,3,138411,74
"United States","Bachelors","Manual","F","M","1",1,0,2,34245,73
"Canada","Graduate Degree","Professional","F","S","1",3,0,0,130115,38
"Canada","Graduate Degree","Professional","M","S","1",1,0,0,128654,38
"Canada","Graduate Degree","Clerical","F","S","0",3,0,0,81730,38
"United States","Graduate Degree","Clerical","F","S","0",2,0,0,84591,38
"United States","Bachelors","Professional","F","M","1",2,1,2,127166,51
"Canada","Bachelors","Professional","M","M","1",1,1,2,133666,51
"United States","Bachelors","Manual","M","M","1",1,0,1,33179,51
"Canada","Partial High School","Manual","F","S","0",1,0,0,29717,50
"Canada","Partial High School","Manual","F","S","0",1,0,0,26102,50
"United States","High School","Clerical","M","M","1",2,2,2,85916,50
"United States","High School","Skilled Manual","F","M","1",0,0,2,56951,50
"United States","High School","Clerical","F","M","1",1,1,2,83373,50
"United States","Partial College","Skilled Manual","F","M","1",1,2,2,58100,50
"United States","Partial College","Management","M","M","1",2,2,2,102556,49
"Canada","Partial College","Clerical","M","M","1",3,0,2,82166,49
"Canada","Partial College","Skilled Manual","F","M","1",1,1,2,60492,49
"United States","Partial College","Manual","F","M","1",0,1,2,35993,49
"United States","Graduate Degree","Management","M","M","1",2,0,0,106262,49
"Canada","Partial College","Management","M","M","1",3,0,1,106108,48
"United States","Partial College","Management","F","M","1",2,1,2,107988,49
"United States","Partial College","Management","F","M","1",1,1,2,106175,49
"Canada","Partial College","Skilled Manual","F","M","1",2,0,2,58977,48
"United States","Partial College","Skilled Manual","F","M","1",0,1,2,55030,48
"United States","Partial College","Manual","F","M","1",1,0,2,33700,47
"United States","Partial College","Manual","M","M","1",0,0,1,33671,47
"Canada","Partial College","Management","M","M","1",4,0,2,107526,47
"United States","Partial College","Skilled Manual","F","M","1",2,1,1,62083,48
"United States","Partial College","Clerical","F","M","1",1,1,2,86434,47
"United States","Partial College","Skilled Manual","F","M","1",0,1,2,54228,47
"United States","Graduate Degree","Professional","M","S","1",2,0,0,130831,46
"United States","Graduate Degree","Skilled Manual","M","M","1",2,0,2,55151,46
"United States","Graduate Degree","Professional","M","M","1",3,0,0,128735,46
"United States","Graduate Degree","Clerical","M","M","1",1,1,2,82982,46
"United States","Graduate Degree","Skilled Manual","F","S","0",1,0,0,50986,45
"United States","Graduate Degree","Skilled Manual","M","M","1",1,0,2,62014,45
"United States","Graduate Degree","Management","M","S","1",1,0,0,103493,46
"United States","Graduate Degree","Skilled Manual","M","S","0",2,0,0,59533,45
"United Kingdom","Partial College","Skilled Manual","M","S","0",1,0,0,54798,36
"France","Partial College","Management","F","M","1",1,1,1,102867,37
"Germany","Bachelors","Management","M","M","1",2,0,0,107766,36
"France","Bachelors","Skilled Manual","M","M","0",2,0,1,59113,36
"France","Bachelors","Management","F","M","1",1,0,2,110666,36
"France","Graduate Degree","Clerical","F","M","1",2,0,1,80552,36
"United Kingdom","Graduate Degree","Manual","M","S","0",0,0,0,28784,36
"United Kingdom","Bachelors","Manual","F","M","0",0,0,1,26797,36
"United Kingdom","Bachelors","Clerical","F","S","0",1,0,0,77904,36
"France","High School","Manual","M","S","0",1,0,0,34664,37
"Germany","Partial College","Skilled Manual","M","S","0",0,0,0,56642,37
"United Kingdom","Partial College","Clerical","F","M","1",1,0,1,80463,37
"France","High School","Skilled Manual","F","S","1",2,1,1,53328,78
"United Kingdom","Bachelors","Clerical","F","M","1",2,0,3,84797,78
"United Kingdom","Partial College","Clerical","M","M","1",1,1,1,81667,37
"United Kingdom","Bachelors","Professional","F","S","1",2,0,0,136307,38
"United Kingdom","Bachelors","Management","M","S","1",2,0,0,109020,37
"Germany","Bachelors","Skilled Manual","M","S","0",0,0,0,54018,37
"United Kingdom","Bachelors","Clerical","F","S","0",0,0,0,77236,37
"Germany","Partial High School","Skilled Manual","F","S","0",0,0,0,61860,38
"Germany","High School","Skilled Manual","M","M","1",1,0,1,60918,38
"United Kingdom","High School","Manual","M","S","0",1,0,0,26921,39
"Germany","High School","Manual","M","S","0",0,0,0,32258,38
"United Kingdom","High School","Skilled Manual","M","S","0",2,0,0,56597,38
"France","Bachelors","Management","F","M","1",2,0,2,109989,37
"Germany","Bachelors","Management","F","M","1",1,1,2,106671,37
"United Kingdom","High School","Clerical","F","S","0",2,0,0,83529,38
"United Kingdom","Bachelors","Clerical","M","M","1",2,1,2,86323,38
"Germany","Bachelors","Professional","F","M","1",2,1,2,133317,39
"France","Bachelors","Management","M","M","1",2,1,2,103357,38
"France","Bachelors","Skilled Manual","M","M","1",0,0,2,58086,38
"United Kingdom","High School","Manual","F","S","0",0,0,0,35353,39
"United Kingdom","High School","Skilled Manual","F","S","0",2,0,0,58839,39
"United Kingdom","High School","Skilled Manual","M","S","0",1,0,0,62373,39
"France","Bachelors","Management","M","M","1",1,1,1,106130,40
"France","Bachelors","Manual","F","M","0",1,1,1,34928,39
"France","Partial High School","Manual","F","S","0",1,0,0,33871,40
"United Kingdom","High School","Manual","M","S","0",1,0,0,36532,40
"United Kingdom","Bachelors","Manual","M","M","1",1,0,3,29318,71
"France","Bachelors","Manual","F","M","0",0,2,2,28265,38
"France","Partial College","Manual","F","S","0",0,0,0,26148,41
"France","Partial College","Skilled Manual","F","S","0",1,0,0,57905,39
"Germany","Bachelors","Clerical","M","M","1",1,1,2,82725,39
"United Kingdom","Bachelors","Skilled Manual","F","M","1",1,1,1,60833,39
"United Kingdom","Bachelors","Clerical","M","M","1",0,1,2,82841,39
"France","Partial College","Clerical","M","S","0",1,0,0,78643,40
"France","Partial College","Clerical","F","M","1",1,1,2,85843,40
"United Kingdom","Bachelors","Clerical","F","M","1",1,0,2,81519,40
"France","Partial College","Skilled Manual","F","S","0",1,0,0,54604,41
"France","Partial College","Management","F","S","1",0,0,0,108549,41
"France","High School","Skilled Manual","M","S","0",0,0,0,60152,26
"France","High School","Manual","M","S","0",1,0,0,29637,27
"France","High School","Skilled Manual","M","S","0",1,0,0,59652,25
"Germany","High School","Clerical","M","S","0",3,0,0,85572,25
"United Kingdom","Bachelors","Professional","M","M","1",2,1,2,136289,41
"France","Partial College","Manual","F","S","0",1,0,0,35416,27
"Germany","Partial College","Clerical","F","S","0",1,0,0,87070,26
"France","High School","Clerical","F","S","0",1,0,0,87021,27
"France","Partial College","Manual","F","S","0",1,0,0,35475,27
"France","Partial College","Skilled Manual","M","S","0",1,0,0,56755,27
"Germany","Partial College","Manual","M","S","0",0,0,0,34450,27
"United Kingdom","Partial College","Manual","M","S","0",0,0,0,35655,28
"United Kingdom","Partial College","Clerical","M","S","0",3,0,0,81866,27
"Germany","High School","Skilled Manual","F","S","0",2,0,0,52420,28
"France","Partial High School","Skilled Manual","F","S","0",0,0,0,55060,30
"France","High School","Manual","M","S","0",1,0,0,27024,29
"France","High School","Clerical","M","S","0",2,0,0,82781,28
"United Kingdom","Partial College","Manual","M","S","0",0,0,0,35893,28
"United Kingdom","Partial College","Clerical","M","S","0",2,0,0,84476,29
"France","Partial High School","Manual","M","M","0",0,0,0,33403,30
"United Kingdom","Partial High School","Skilled Manual","M","S","0",2,0,0,52562,30
"Germany","Partial College","Clerical","F","S","0",2,0,0,77400,29
"Germany","Partial College","Management","F","S","0",3,0,0,107882,29
"United Kingdom","Bachelors","Management","M","M","1",2,0,0,112723,29
"United Kingdom","Bachelors","Management","F","M","1",2,0,0,109912,29
"United States","Graduate Degree","Professional","M","S","1",2,0,0,139031,45
"Canada","Graduate Degree","Professional","M","M","1",0,1,2,136551,45
"Canada","Graduate Degree","Management","F","S","0",3,0,0,108617,31
"United States","Graduate Degree","Skilled Manual","F","S","0",2,0,0,55785,31
"United States","Graduate Degree","Skilled Manual","F","S","0",0,0,0,53368,32
"United States","Graduate Degree","Management","M","M","1",2,0,0,108842,31
"United States","Graduate Degree","Clerical","F","S","0",0,0,0,83669,31
"United States","Graduate Degree","Skilled Manual","M","S","0",1,0,0,56809,31
"United States","Graduate Degree","Skilled Manual","M","M","0",1,0,0,55402,32
"United States","Graduate Degree","Professional","F","M","1",1,0,0,130611,31
"United States","Graduate Degree","Professional","M","M","1",2,0,0,128211,31
"United States","Graduate Degree","Professional","F","S","1",1,0,0,130387,32
"United States","High School","Skilled Manual","M","S","0",1,0,0,52287,34
"United States","Graduate Degree","Skilled Manual","F","M","0",1,1,1,55358,33
"Canada","Graduate Degree","Professional","M","M","1",2,1,2,137678,34
"Canada","Graduate Degree","Professional","F","M","1",2,0,2,133782,33
"United States","Bachelors","Professional","M","M","1",1,1,1,131954,32
"United States","Graduate Degree","Management","M","M","1",2,1,2,102639,32
"United States","Graduate Degree","Clerical","M","M","1",2,1,1,87180,32
"United States","Graduate Degree","Skilled Manual","F","S","0",1,0,0,51524,32
"United States","Graduate Degree","Clerical","F","M","1",1,1,1,86363,32
"United States","Graduate Degree","Skilled Manual","M","M","0",2,1,2,59965,32
"United States","Graduate Degree","Skilled Manual","F","M","0",1,0,2,55421,32
"Canada","Bachelors","Professional","F","M","1",2,0,2,134352,34
"Canada","Bachelors","Clerical","M","M","1",2,1,1,83116,34
"Canada","Bachelors","Management","F","M","1",2,0,0,112623,34
"United States","Bachelors","Skilled Manual","F","M","0",2,1,1,57512,34
"United States","Bachelors","Manual","M","S","0",0,0,0,28615,35
"United States","Bachelors","Skilled Manual","F","S","0",1,0,0,59680,35
"United States","Bachelors","Skilled Manual","F","S","0",0,0,0,57716,35
"Canada","Bachelors","Clerical","M","S","0",2,0,0,86696,35
